County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score
Graham,AZ,38072,8.1,5.1,50157.0,20283.0,17789.0,10287.0,5262.0,5025.0,22475.0,12588.0,9887.0,5310.0,2433.0,2877.0,625.0,249.0,376.0,0.0,0.0
Greenlee,AZ,9483,4.6,4.3,65818.0,4871.0,4612.0,2590.0,1305.0,1285.0,5645.0,2989.0,2656.0,1248.0,577.0,671.0,191.0,58.0,133.0,0.0,0.0
La Paz,AZ,21098,4.6,6.2,37350.0,10820.0,10278.0,3540.0,1869.0,1671.0,9271.0,4628.0,4643.0,8287.0,4323.0,3964.0,1006.0,555.0,451.0,3.0,48823807.0
Maricopa,AZ,4410824,414.9,4.1,65234.0,2181718.0,2229106.0,1052788.0,537457.0,515331.0,2688751.0,1342660.0,1346091.0,669285.0,301601.0,367684.0,78624.0,30897.0,47727.0,1004.0,4656540496.0
Mohave,AZ,209550,15.0,5.8,45129.0,105979.0,103571.0,35739.0,18174.0,17565.0,110285.0,56107.0,54178.0,63526.0,31698.0,31828.0,6070.0,2813.0,3257.0,80.0,512505541.0
Navajo,AZ,110445,10.8,7.8,40650.0,55281.0,55164.0,29472.0,14952.0,14520.0,60963.0,30870.0,30093.0,20010.0,9459.0,10551.0,1807.0,745.0,1062.0,12.0,135790417.0
Pima,AZ,1039073,106.7,4.5,53395.0,511456.0,527617.0,216736.0,110384.0,106352.0,617082.0,307885.0,309197.0,205255.0,93187.0,112068.0,25438.0,10132.0,15306.0,296.0,4143703192.0
Pinal,AZ,447138,70.0,5.0,58848.0,232917.0,214221.0,100778.0,51405.0,49373.0,255231.0,137530.0,117701.0,91129.0,43982.0,47147.0,7553.0,3522.0,4031.0,22.0,87135799.0
Santa Cruz,AZ,46511,38.3,9.3,40545.0,22473.0,24038.0,12435.0,6306.0,6129.0,25655.0,12332.0,13323.0,8421.0,3835.0,4586.0,941.0,370.0,571.0,0.0,0.0
Yavapai,AZ,231993,26.0,4.5,48758.0,113321.0,118672.0,37687.0,19337.0,18350.0,121028.0,59153.0,61875.0,73278.0,34831.0,38447.0,7425.0,3183.0,4242.0,39.0,516120516.0
Yuma,AZ,212128,35.5,17.0,44116.0,109306.0,102822.0,53494.0,27264.0,26230.0,118806.0,62989.0,55817.0,39828.0,19053.0,20775.0,5247.0,2596.0,2651.0,42.0,2299580401.0
Arkansas,AR,3013825,56.0,3.7,47094.0,,,,,,,,,,,,,,,,
Arkansas,AR,17769,19.2,3.4,43887.0,8593.0,9176.0,4074.0,2070.0,2004.0,10211.0,4957.0,5254.0,3484.0,1566.0,1918.0,439.0,149.0,290.0,0.0,0.0
Ashley,AR,20046,23.6,5.5,41127.0,9771.0,10275.0,4582.0,2348.0,2234.0,11383.0,5536.0,5847.0,4081.0,1887.0,2194.0,375.0,143.0,232.0,6.0,0.0
Baxter,AR,41619,74.9,4.1,39686.0,20096.0,21523.0,7384.0,3799.0,3585.0,21375.0,10290.0,11085.0,12860.0,6007.0,6853.0,1599.0,693.0,906.0,17.0,0.0
Benton,AR,272608,261.2,2.9,68978.0,135582.0,137026.0,71569.0,36662.0,34907.0,164482.0,82519.0,81963.0,36557.0,16401.0,20156.0,4174.0,1595.0,2579.0,30.0,854163919.0
Boone,AR,37480,62.5,3.5,44482.0,18443.0,19037.0,8593.0,4452.0,4141.0,21144.0,10494.0,10650.0,7743.0,3497.0,4246.0,932.0,371.0,561.0,24.0,0.0
Bradley,AR,10897,17.7,4.5,37729.0,5306.0,5591.0,2611.0,1351.0,1260.0,6219.0,3036.0,3183.0,2067.0,919.0,1148.0,279.0,90.0,189.0,0.0,0.0
Calhoun,AR,5277,8.5,3.9,44969.0,2662.0,2615.0,995.0,508.0,487.0,3145.0,1649.0,1496.0,1137.0,505.0,632.0,122.0,44.0,78.0,0.0,0.0
Carroll,AR,28223,43.6,3.2,45023.0,14047.0,14176.0,6065.0,3071.0,2994.0,15614.0,7837.0,7777.0,6544.0,3139.0,3405.0,636.0,241.0,395.0,0.0,0.0
Chicot,AR,10438,18.3,6.9,31787.0,5272.0,5166.0,2327.0,1229.0,1098.0,5989.0,3165.0,2824.0,2122.0,878.0,1244.0,318.0,93.0,225.0,0.0,0.0
Clark,AR,22061,26.6,3.8,45408.0,10452.0,11609.0,4184.0,2090.0,2094.0,14190.0,6725.0,7465.0,3687.0,1637.0,2050.0,458.0,158.0,300.0,0.0,456821138.0
Clay,AR,14847,25.2,4.4,37687.0,7255.0,7592.0,3228.0,1615.0,1613.0,8440.0,4250.0,4190.0,3179.0,1390.0,1789.0,361.0,129.0,232.0,0.0,0.0
Cleburne,AR,24965,46.9,4.5,44902.0,12277.0,12688.0,4737.0,2423.0,2314.0,13541.0,6757.0,6784.0,6687.0,3097.0,3590.0,853.0,341.0,512.0,0.0,0.0
Cleveland,AR,8018,14.5,3.9,47600.0,3978.0,4040.0,1754.0,913.0,841.0,4581.0,2283.0,2298.0,1683.0,782.0,901.0,173.0,68.0,105.0,0.0,0.0
Columbia,AR,23537,32.1,4.8,40909.0,11352.0,12185.0,4871.0,2537.0,2334.0,14565.0,7048.0,7517.0,4101.0,1767.0,2334.0,570.0,203.0,367.0,6.0,0.0
Conway,AR,20891,38.5,4.4,44565.0,10260.0,10631.0,4712.0,2370.0,2342.0,12084.0,6004.0,6080.0,4095.0,1886.0,2209.0,527.0,198.0,329.0,0.0,0.0
Craighead,AR,108558,136.4,3.1,45615.0,52730.0,55828.0,27090.0,13976.0,13114.0,66438.0,32381.0,34057.0,15030.0,6373.0,8657.0,1845.0,651.0,1194.0,66.0,1861762192.0
Crawford,AR,63406,104.4,3.6,47363.0,31258.0,32148.0,15501.0,7886.0,7615.0,37358.0,18598.0,18760.0,10547.0,4774.0,5773.0,1084.0,389.0,695.0,8.0,0.0
Crittenden,AR,48342,83.5,4.3,42606.0,23011.0,25331.0,13076.0,6659.0,6417.0,28428.0,13386.0,15042.0,6838.0,2966.0,3872.0,748.0,237.0,511.0,0.0,1698117098.0
Cross,AR,16676,29.0,4.2,41214.0,8044.0,8632.0,3906.0,1975.0,1931.0,9640.0,4686.0,4954.0,3130.0,1383.0,1747.0,367.0,132.0,235.0,0.0,0.0
Dallas,AR,7182,12.2,4.4,37259.0,3549.0,3633.0,1535.0,820.0,715.0,3982.0,2013.0,1969.0,1665.0,716.0,949.0,246.0,75.0,171.0,0.0,0.0
Desha,AR,11512,16.9,4.5,36132.0,5437.0,6075.0,2950.0,1498.0,1452.0,6374.0,2984.0,3390.0,2188.0,955.0,1233.0,246.0,72.0,174.0,0.0,0.0
Drew,AR,18328,22.3,5.0,42494.0,8955.0,9373.0,3939.0,2075.0,1864.0,11182.0,5506.0,5676.0,3207.0,1374.0,1833.0,406.0,138.0,268.0,5.0,0.0
Faulkner,AR,124806,174.8,3.3,53882.0,60992.0,63814.0,28780.0,14814.0,13966.0,80444.0,39318.0,41126.0,15582.0,6860.0,8722.0,1601.0,550.0,1051.0,25.0,0.0
Franklin,AR,17810,29.8,3.6,43696.0,8908.0,8902.0,4074.0,2125.0,1949.0,10293.0,5227.0,5066.0,3443.0,1556.0,1887.0,438.0,148.0,290.0,0.0,0.0
Fulton,AR,12269,19.8,4.0,35630.0,6021.0,6248.0,2521.0,1316.0,1205.0,6527.0,3173.0,3354.0,3221.0,1532.0,1689.0,377.0,155.0,222.0,0.0,0.0
Garland,AR,99154,141.7,4.0,43610.0,47660.0,51494.0,19941.0,10208.0,9733.0,55581.0,26871.0,28710.0,23632.0,10581.0,13051.0,2825.0,1054.0,1771.0,41.0,1648480176.0
Grant,AR,18188,28.3,3.1,52050.0,8985.0,9203.0,4081.0,2049.0,2032.0,10832.0,5426.0,5406.0,3275.0,1510.0,1765.0,368.0,134.0,234.0,0.0,0.0
Greene,AR,45325,72.9,3.5,46512.0,22289.0,23036.0,11103.0,5634.0,5469.0,26980.0,13457.0,13523.0,7242.0,3198.0,4044.0,763.0,269.0,494.0,8.0,0.0
Hempstead,AR,21741,31.1,3.6,38682.0,10482.0,11259.0,5609.0,2863.0,2746.0,12227.0,5886.0,6341.0,3905.0,1733.0,2172.0,487.0,166.0,321.0,8.0,887333187.0
Hot Spring,AR,33701,53.5,3.8,47205.0,17643.0,16058.0,6914.0,3709.0,3205.0,20418.0,11031.0,9387.0,6369.0,2903.0,3466.0,685.0,276.0,409.0,6.0,785107608.0
Howard,AR,13341,23.4,3.5,40199.0,6417.0,6924.0,3472.0,1807.0,1665.0,7475.0,3561.0,3914.0,2394.0,1049.0,1345.0,297.0,107.0,190.0,0.0,0.0
Independence,AR,37678,48.0,4.1,45596.0,18371.0,19307.0,9122.0,4585.0,4537.0,21953.0,10885.0,11068.0,6603.0,2901.0,3702.0,819.0,282.0,537.0,12.0,0.0
Izard,AR,13593,23.6,5.5,37828.0,7050.0,6543.0,2447.0,1250.0,1197.0,7640.0,4121.0,3519.0,3506.0,1679.0,1827.0,445.0,174.0,271.0,0.0,0.0
Jackson,AR,16811,28.4,6.2,36573.0,8348.0,8463.0,3381.0,1716.0,1665.0,10379.0,5293.0,5086.0,3051.0,1339.0,1712.0,337.0,118.0,219.0,0.0,0.0
Jefferson,AR,68114,88.9,5.3,38596.0,33662.0,34452.0,15053.0,7790.0,7263.0,41284.0,20752.0,20532.0,11777.0,5120.0,6657.0,1347.0,406.0,941.0,34.0,0.0
Johnson,AR,26742,38.7,4.5,39381.0,13264.0,13478.0,6617.0,3318.0,3299.0,15725.0,7911.0,7814.0,4400.0,2035.0,2365.0,515.0,189.0,326.0,8.0,0.0
Lafayette,AR,6682,14.5,5.2,35527.0,3283.0,3399.0,1230.0,658.0,572.0,3846.0,1882.0,1964.0,1606.0,743.0,863.0,200.0,85.0,115.0,0.0,0.0
Lawrence,AR,16434,29.6,3.9,40308.0,8112.0,8322.0,3614.0,1911.0,1703.0,9578.0,4766.0,4812.0,3242.0,1435.0,1807.0,419.0,142.0,277.0,0.0,688904415.0
Lee,AR,8985,17.3,4.8,28080.0,5049.0,3936.0,1639.0,809.0,830.0,5582.0,3464.0,2118.0,1764.0,776.0,988.0,251.0,103.0,148.0,0.0,0.0
Lincoln,AR,13383,25.2,4.3,44951.0,8273.0,5110.0,2250.0,1113.0,1137.0,9084.0,6247.0,2837.0,2049.0,913.0,1136.0,249.0,73.0,176.0,0.0,0.0
Little River,AR,12326,24.7,5.3,43559.0,5936.0,6390.0,2742.0,1437.0,1305.0,6995.0,3353.0,3642.0,2589.0,1146.0,1443.0,252.0,91.0,161.0,0.0,0.0
Logan,AR,21737,31.6,4.0,41471.0,10852.0,10885.0,4711.0,2474.0,2237.0,12711.0,6378.0,6333.0,4315.0,2000.0,2315.0,462.0,166.0,296.0,0.0,0.0
Lonoke,AR,73657,88.7,3.2,56651.0,36302.0,37355.0,19009.0,9788.0,9221.0,44840.0,22175.0,22665.0,9808.0,4339.0,5469.0,954.0,320.0,634.0,0.0,0.0
Madison,AR,16481,18.8,2.9,42674.0,8229.0,8252.0,3904.0,2010.0,1894.0,9434.0,4773.0,4661.0,3143.0,1446.0,1697.0,307.0,102.0,205.0,0.0,0.0
Marion,AR,16722,27.9,4.1,36581.0,8209.0,8513.0,3116.0,1526.0,1590.0,8838.0,4365.0,4473.0,4768.0,2318.0,2450.0,418.0,149.0,269.0,0.0,0.0
Miller,AR,43592,69.5,4.8,42162.0,21411.0,22181.0,10303.0,5310.0,4993.0,25925.0,12894.0,13031.0,7364.0,3207.0,4157.0,815.0,259.0,556.0,0.0,2186754514.0
Mississippi,AR,41239,51.6,5.7,36718.0,20077.0,21162.0,10745.0,5508.0,5237.0,24394.0,11913.0,12481.0,6100.0,2656.0,3444.0,663.0,206.0,457.0,5.0,0.0
Monroe,AR,6900,13.4,4.3,32922.0,3209.0,3691.0,1453.0,715.0,738.0,3846.0,1805.0,2041.0,1601.0,689.0,912.0,201.0,66.0,135.0,0.0,0.0
Montgomery,AR,8924,12.2,4.8,38318.0,4414.0,4510.0,1639.0,848.0,791.0,4874.0,2417.0,2457.0,2411.0,1149.0,1262.0,281.0,117.0,164.0,0.0,0.0
Nevada,AR,8326,14.6,3.5,37626.0,4126.0,4200.0,1882.0,1012.0,870.0,4726.0,2339.0,2387.0,1718.0,775.0,943.0,229.0,82.0,147.0,0.0,0.0
Newton,AR,7805,10.1,3.4,36078.0,3954.0,3851.0,1502.0,801.0,701.0,4234.0,2151.0,2083.0,2069.0,1002.0,1067.0,191.0,70.0,121.0,0.0,0.0
Ouachita,AR,23606,35.6,4.7,37624.0,11196.0,12410.0,5293.0,2682.0,2611.0,13503.0,6438.0,7065.0,4810.0,2076.0,2734.0,654.0,204.0,450.0,8.0,0.0
Perry,AR,10352,18.9,4.2,45342.0,5113.0,5239.0,2314.0,1164.0,1150.0,5947.0,2986.0,2961.0,2091.0,963.0,1128.0,239.0,85.0,154.0,0.0,0.0
Phillips,AR,18029,31.3,6.1,29945.0,8476.0,9553.0,4646.0,2427.0,2219.0,9957.0,4556.0,5401.0,3426.0,1493.0,1933.0,390.0,122.0,268.0,6.0,0.0
Pike,AR,10673,18.8,4.2,41534.0,5336.0,5337.0,2281.0,1181.0,1100.0,6216.0,3163.0,3053.0,2176.0,992.0,1184.0,206.0,85.0,121.0,0.0,0.0
Poinsett,AR,23974,32.4,3.8,37370.0,11646.0,12328.0,5760.0,2909.0,2851.0,13918.0,6936.0,6982.0,4296.0,1801.0,2495.0,413.0,134.0,279.0,0.0,0.0
Polk,AR,20049,24.1,4.2,39048.0,9767.0,10282.0,4567.0,2263.0,2304.0,10871.0,5389.0,5482.0,4611.0,2115.0,2496.0,480.0,180.0,300.0,6.0,0.0
Pope,AR,64000,76.0,4.5,45788.0,31721.0,32279.0,14509.0,7438.0,7071.0,39410.0,19762.0,19648.0,10081.0,4521.0,5560.0,1176.0,412.0,764.0,11.0,0.0
Prairie,AR,8074,13.4,3.9,43245.0,4063.0,4011.0,1613.0,902.0,711.0,4541.0,2233.0,2308.0,1920.0,928.0,992.0,252.0,101.0,151.0,0.0,0.0
Pulaski,AR,392680,503.8,3.5,49957.0,187731.0,204949.0,91009.0,46495.0,44514.0,240596.0,115223.0,125373.0,61075.0,26013.0,35062.0,7397.0,2357.0,5040.0,209.0,259580885.0
Randolph,AR,17948,27.6,4.0,37799.0,8874.0,9074.0,4255.0,2207.0,2048.0,10114.0,5111.0,5003.0,3579.0,1556.0,2023.0,528.0,182.0,346.0,2.0,0.0
St. Francis,AR,25439,44.5,5.2,33257.0,14023.0,11416.0,5396.0,2721.0,2675.0,15921.0,9425.0,6496.0,4122.0,1877.0,2245.0,468.0,168.0,300.0,6.0,0.0
Saline,AR,121421,148.0,3.1,63677.0,59489.0,61932.0,28223.0,14435.0,13788.0,71634.0,35218.0,36416.0,21564.0,9836.0,11728.0,2065.0,796.0,1269.0,16.0,0.0
Scott,AR,10319,12.6,3.7,35826.0,5236.0,5083.0,2396.0,1276.0,1120.0,5771.0,2946.0,2825.0,2152.0,1014.0,1138.0,221.0,86.0,135.0,0.0,0.0
Searcy,AR,7958,12.3,4.3,31659.0,3988.0,3970.0,1626.0,842.0,784.0,4344.0,2181.0,2163.0,1988.0,965.0,1023.0,242.0,107.0,135.0,0.0,0.0
Sebastian,AR,127753,236.4,3.6,46843.0,62418.0,65335.0,30525.0,15502.0,15023.0,76724.0,37992.0,38732.0,20504.0,8924.0,11580.0,2475.0,821.0,1654.0,69.0,1781483859.0
Sevier,AR,17139,30.2,4.7,44100.0,8622.0,8517.0,4874.0,2482.0,2392.0,9772.0,4997.0,4775.0,2493.0,1143.0,1350.0,283.0,113.0,170.0,0.0,0.0
Sharp,AR,17366,28.6,4.8,36032.0,8570.0,8796.0,3572.0,1877.0,1695.0,9264.0,4560.0,4704.0,4530.0,2133.0,2397.0,518.0,204.0,314.0,0.0,0.0
Stone,AR,12457,20.4,4.5,34009.0,6135.0,6322.0,2396.0,1220.0,1176.0,6645.0,3316.0,3329.0,3416.0,1599.0,1817.0,397.0,166.0,231.0,0.0,0.0
Union,AR,39126,40.1,5.6,45335.0,19038.0,20088.0,9419.0,4825.0,4594.0,22690.0,11110.0,11580.0,7017.0,3103.0,3914.0,834.0,285.0,549.0,16.0,0.0
Van Buren,AR,16603,24.4,5.3,40486.0,8255.0,8348.0,3328.0,1703.0,1625.0,8950.0,4513.0,4437.0,4325.0,2039.0,2286.0,554.0,237.0,317.0,0.0,0.0
Washington,AR,236961,215.6,2.6,50893.0,118335.0,118626.0,57728.0,29520.0,28208.0,151424.0,76458.0,74966.0,27809.0,12357.0,15452.0,3147.0,1118.0,2029.0,61.0,3103474427.0
White,AR,78727,74.5,4.4,44811.0,38321.0,40406.0,18157.0,9314.0,8843.0,47638.0,23315.0,24323.0,12932.0,5692.0,7240.0,1440.0,529.0,911.0,13.0,0.0
Woodruff,AR,6490,12.4,4.7,34306.0,3121.0,3369.0,1421.0,727.0,694.0,3567.0,1740.0,1827.0,1502.0,654.0,848.0,200.0,58.0,142.0,0.0,0.0
Yell,AR,21535,23.9,4.2,41729.0,10811.0,10724.0,5335.0,2780.0,2555.0,12371.0,6303.0,6068.0,3829.0,1728.0,2101.0,484.0,155.0,329.0,0.0,0.0
California,CA,39557045,239.1,4.2,75250.0,,,,,,,,,,,,,,,,
Alameda,CA,1666753,2043.6,3.0,101744.0,820045.0,846708.0,342510.0,175183.0,167327.0,1093733.0,543780.0,549953.0,230510.0,101082.0,129428.0,30420.0,10764.0,19656.0,282.0,710944533.0
Alpine,CA,1101,1.6,4.6,55384.0,588.0,513.0,193.0,111.0,82.0,628.0,338.0,290.0,280.0,139.0,141.0,23.0,10.0,13.0,0.0,68587361.0
Amador,CA,39383,64.1,4.0,58515.0,21425.0,17958.0,5914.0,3050.0,2864.0,22836.0,13266.0,9570.0,10633.0,5109.0,5524.0,1086.0,473.0,613.0,6.0,891119492.0
Butte,CA,231256,134.4,5.0,50945.0,114342.0,116914.0,46213.0,23727.0,22486.0,142051.0,71207.0,70844.0,42992.0,19408.0,23584.0,5578.0,1983.0,3595.0,43.0,3317433754.0
Calaveras,CA,45602,44.7,4.0,62984.0,22697.0,22905.0,7721.0,3986.0,3735.0,25328.0,12602.0,12726.0,12553.0,6109.0,6444.0,1133.0,472.0,661.0,0.0,699438913.0
Colusa,CA,21627,18.6,12.9,57249.0,11046.0,10581.0,5907.0,3069.0,2838.0,12557.0,6457.0,6100.0,3163.0,1520.0,1643.0,396.0,149.0,247.0,0.0,0.0
Contra Costa,CA,1150215,1465.2,3.2,101463.0,562483.0,587732.0,259791.0,132549.0,127242.0,708981.0,350076.0,358905.0,181443.0,79858.0,101585.0,23242.0,8429.0,14813.0,163.0,5246912833.0
Del Norte,CA,27828,28.4,5.5,48518.0,15188.0,12640.0,5854.0,3004.0,2850.0,16956.0,9787.0,7169.0,5018.0,2397.0,2621.0,549.0,213.0,336.0,6.0,2937753431.0
El Dorado,CA,190678,106.0,3.6,81869.0,95091.0,95587.0,37821.0,19372.0,18449.0,112468.0,56229.0,56239.0,40389.0,19490.0,20899.0,4328.0,1724.0,2604.0,28.0,1618794074.0
Fresno,CA,994400,156.2,7.5,52318.0,496016.0,498384.0,281819.0,143891.0,137928.0,590468.0,297391.0,293077.0,122113.0,54734.0,67379.0,15816.0,5746.0,10070.0,164.0,3705304405.0
Glenn,CA,28047,21.4,6.5,47365.0,14235.0,13812.0,7453.0,3861.0,3592.0,16141.0,8239.0,7902.0,4453.0,2135.0,2318.0,545.0,205.0,340.0,0.0,0.0
Humboldt,CA,136373,37.7,3.6,49471.0,67913.0,68460.0,26184.0,13452.0,12732.0,85809.0,43262.0,42547.0,24380.0,11199.0,13181.0,2733.0,974.0,1759.0,32.0,2670916953.0
Imperial,CA,181827,41.8,18.1,46633.0,93235.0,88592.0,51765.0,26330.0,25435.0,106482.0,56333.0,50149.0,23580.0,10572.0,13008.0,3250.0,1327.0,1923.0,28.0,143712398.0
Inyo,CA,17987,1.8,3.9,53793.0,9044.0,8943.0,3681.0,1904.0,1777.0,10096.0,5092.0,5004.0,4210.0,2048.0,2162.0,625.0,257.0,368.0,4.0,470244902.0
Kern,CA,896764,103.3,8.0,51586.0,459690.0,437074.0,259180.0,131676.0,127504.0,539237.0,282652.0,256585.0,98347.0,45362.0,52985.0,10381.0,3905.0,6476.0,144.0,329748282.0
Kings,CA,151366,110.1,7.7,58255.0,83196.0,68170.0,40964.0,20755.0,20209.0,94886.0,55314.0,39572.0,15516.0,7127.0,8389.0,1868.0,720.0,1148.0,22.0,3174723681.0
Lake,CA,64382,51.5,5.2,45086.0,32140.0,32242.0,13490.0,6885.0,6605.0,36257.0,18114.0,18143.0,14635.0,7141.0,7494.0,1441.0,591.0,850.0,8.0,2283761228.0
Lassen,CA,30802,7.7,4.8,57705.0,19155.0,11647.0,5267.0,2703.0,2564.0,20868.0,14133.0,6735.0,4667.0,2319.0,2348.0,570.0,234.0,336.0,0.0,210200718.0
Los Angeles,CA,10105518,2419.6,4.7,67986.0,4981895.0,5123623.0,2188893.0,1120270.0,1068623.0,6540668.0,3265204.0,3275464.0,1375957.0,596421.0,779536.0,191462.0,68900.0,122562.0,2126.0,6767968271.0
Madera,CA,157672,70.6,7.0,53632.0,76008.0,81664.0,43339.0,21995.0,21344.0,92282.0,43572.0,48710.0,22051.0,10441.0,11610.0,2378.0,1021.0,1357.0,10.0,1632133037.0
Marin,CA,259666,485.1,2.4,122933.0,126989.0,132677.0,51925.0,26383.0,25542.0,149798.0,74861.0,74937.0,57943.0,25745.0,32198.0,7825.0,2865.0,4960.0,66.0,4968133618.0
Mariposa,CA,17471,12.6,5.3,51402.0,8904.0,8567.0,2828.0,1456.0,1372.0,9761.0,4994.0,4767.0,4882.0,2454.0,2428.0,544.0,223.0,321.0,0.0,497477808.0
Mendocino,CA,87606,25.1,3.9,51386.0,43403.0,44203.0,18713.0,9532.0,9181.0,49527.0,24892.0,24635.0,19366.0,8979.0,10387.0,2115.0,710.0,1405.0,14.0,2753360009.0
Merced,CA,274765,132.2,8.3,56169.0,138632.0,136133.0,80588.0,41233.0,39355.0,163332.0,83374.0,79958.0,30845.0,14025.0,16820.0,3724.0,1391.0,2333.0,24.0,2925697848.0
Modoc,CA,8777,2.5,7.5,45227.0,4386.0,4391.0,1708.0,871.0,837.0,4711.0,2322.0,2389.0,2358.0,1193.0,1165.0,251.0,110.0,141.0,0.0,539306876.0
Mono,CA,14250,4.7,3.8,66499.0,7571.0,6679.0,2608.0,1300.0,1308.0,9389.0,5067.0,4322.0,2253.0,1204.0,1049.0,205.0,108.0,97.0,2.0,6198855846.0
Monterey,CA,435594,126.5,6.3,69665.0,221787.0,213807.0,113834.0,58153.0,55681.0,262559.0,136565.0,125994.0,59201.0,27069.0,32132.0,8426.0,3146.0,5280.0,27.0,4638550066.0
Napa,CA,139417,182.4,2.9,85624.0,69392.0,70025.0,28800.0,14796.0,14004.0,83952.0,42264.0,41688.0,26665.0,12332.0,14333.0,3662.0,1379.0,2283.0,32.0,3925714676.0
Nevada,CA,99696,103.1,3.5,66681.0,48920.0,50776.0,17071.0,8751.0,8320.0,55245.0,27222.0,28023.0,27380.0,12947.0,14433.0,3049.0,1128.0,1921.0,10.0,162389451.0
Orange,CA,3185968,3807.7,2.9,89373.0,1572801.0,1613167.0,698788.0,357476.0,341312.0,2016793.0,1006453.0,1010340.0,470387.0,208872.0,261515.0,63179.0,23480.0,39699.0,651.0,4457074769.0
Placer,CA,393149,247.6,3.2,89175.0,192147.0,201002.0,87441.0,44702.0,42739.0,228802.0,113086.0,115716.0,76906.0,34359.0,42547.0,9725.0,3699.0,6026.0,70.0,2368828416.0
Plumas,CA,18804,7.8,7.5,55079.0,9360.0,9444.0,3173.0,1594.0,1579.0,10286.0,5072.0,5214.0,5345.0,2694.0,2651.0,464.0,177.0,287.0,0.0,88137773.0
Riverside,CA,2450758,303.8,4.4,66793.0,1221375.0,1229383.0,616126.0,314381.0,301745.0,1481510.0,745834.0,735676.0,353122.0,161160.0,191962.0,42956.0,17432.0,25524.0,351.0,3497589264.0
Sacramento,CA,1540975,1470.8,3.8,69475.0,752972.0,788003.0,363909.0,185534.0,178375.0,959465.0,473294.0,486171.0,217601.0,94144.0,123457.0,27861.0,10250.0,17611.0,396.0,4861085766.0
San Benito,CA,61537,39.8,5.1,80063.0,30843.0,30694.0,15827.0,7958.0,7869.0,37773.0,19237.0,18536.0,7937.0,3648.0,4289.0,976.0,362.0,614.0,8.0,2324147471.0
San Bernardino,CA,2171603,101.5,4.0,63310.0,1080950.0,1090653.0,572278.0,292580.0,279698.0,1347964.0,675526.0,672438.0,251361.0,112844.0,138517.0,27113.0,9947.0,17166.0,410.0,4684403063.0
San Diego,CA,3343364,735.8,3.3,78777.0,1682449.0,1660915.0,722408.0,369245.0,353163.0,2151502.0,1104085.0,1047417.0,469454.0,209119.0,260335.0,64214.0,23967.0,40247.0,570.0,5482784819.0
San Francisco,CA,883305,17179.2,2.4,110601.0,450363.0,432942.0,118692.0,60542.0,58150.0,626364.0,327260.0,299104.0,138249.0,62561.0,75688.0,21829.0,8175.0,13654.0,337.0,96.0
San Joaquin,CA,752660,492.6,6.0,63567.0,375136.0,377524.0,204316.0,104789.0,99527.0,452428.0,227899.0,224529.0,95916.0,42448.0,53468.0,11728.0,4162.0,7566.0,121.0,3365419222.0
San Luis Obispo,CA,284010,81.7,2.9,70626.0,144092.0,139918.0,50000.0,25649.0,24351.0,176970.0,91905.0,85065.0,57040.0,26538.0,30502.0,7161.0,2826.0,4335.0,46.0,3031033906.0
San Mateo,CA,769545,1602.2,2.2,122930.0,380308.0,389237.0,158383.0,80986.0,77397.0,487241.0,245124.0,242117.0,123921.0,54198.0,69723.0,18165.0,6607.0,11558.0,131.0,6382051496.0
Santa Barbara,CA,446527,155.0,3.9,75646.0,223377.0,223150.0,98787.0,50348.0,48439.0,279275.0,142352.0,136923.0,68465.0,30677.0,37788.0,10590.0,4061.0,6529.0,82.0,4628097423.0
Santa Clara,CA,1937570,1381.0,2.6,125933.0,980868.0,956702.0,424427.0,217379.0,207048.0,1252012.0,647226.0,604786.0,261131.0,116263.0,144868.0,36655.0,13894.0,22761.0,313.0,6688243529.0
Santa Cruz,CA,274255,589.4,4.9,84213.0,135725.0,138530.0,52852.0,26955.0,25897.0,176276.0,87966.0,88310.0,45127.0,20804.0,24323.0,5109.0,1733.0,3376.0,22.0,5417571532.0
Shasta,CA,180040,46.9,4.9,53908.0,88367.0,91673.0,38584.0,19725.0,18859.0,103903.0,51396.0,52507.0,37553.0,17246.0,20307.0,4284.0,1619.0,2665.0,81.0,2380876268.0
Sierra,CA,2987,3.4,6.0,52308.0,1511.0,1476.0,480.0,246.0,234.0,1562.0,801.0,761.0,945.0,464.0,481.0,85.0,39.0,46.0,0.0,0.0
Siskiyou,CA,43724,7.2,6.7,47560.0,21731.0,21993.0,8802.0,4479.0,4323.0,23762.0,11843.0,11919.0,11160.0,5409.0,5751.0,1150.0,445.0,705.0,4.0,1724776755.0
Solano,CA,446610,503.0,3.9,82808.0,221997.0,224613.0,98740.0,50620.0,48120.0,277440.0,140096.0,137344.0,70430.0,31281.0,39149.0,7991.0,2943.0,5048.0,92.0,4313617672.0
Sonoma,CA,499942,307.1,2.7,81002.0,244124.0,255818.0,98196.0,50059.0,48137.0,303032.0,150378.0,152654.0,98714.0,43687.0,55027.0,12108.0,4279.0,7829.0,82.0,4123683562.0
