,County,State,Mean Household Income,Population,Median Age,Per Capita Income,Poverty Count,Unemployment Count
363,Catawba,NC,51157.0,156729.0,41.4,26950.0,20377.0,5453.0
364,Craven,NC,50870.0,103082.0,36.6,28007.0,14915.0,3513.0
365,Edgecombe,NC,35516.0,53332.0,41.0,20055.0,12423.0,1868.0
366,Harnett,NC,51630.0,130361.0,34.2,23011.0,21495.0,4338.0
367,Henderson,NC,52815.0,113625.0,47.1,29860.0,11926.0,1535.0
368,Hyde,NC,45466.0,5393.0,40.0,18433.0,1062.0,231.0
369,Mecklenburg,NC,64312.0,1054314.0,35.0,37298.0,131485.0,34106.0
370,Northampton,NC,35499.0,20186.0,49.0,20538.0,4216.0,541.0
371,Rowan,NC,48667.0,139605.0,40.2,25117.0,22386.0,5106.0
372,Vance,NC,37282.0,44482.0,40.7,23211.0,10451.0,1917.0
373,Currituck,NC,66284.0,25796.0,42.9,30017.0,2562.0,608.0
374,Union,NC,75397.0,226694.0,38.0,34379.0,19921.0,6213.0
375,Forsyth,NC,50128.0,371573.0,38.3,29921.0,63652.0,11564.0
376,Nash,NC,48362.0,94003.0,41.4,26980.0,14269.0,2892.0
377,Bladen,NC,32378.0,33778.0,43.6,20803.0,8649.0,978.0
378,Dare,NC,58012.0,35741.0,46.1,33550.0,2929.0,1000.0
379,Warren,NC,35962.0,20033.0,47.6,22461.0,3663.0,724.0
380,Wilson,NC,42850.0,81336.0,40.6,24273.0,17141.0,3044.0
381,Bertie,NC,33143.0,19644.0,45.2,20430.0,4207.0,990.0
382,Gates,NC,52205.0,11563.0,45.7,25334.0,1270.0,381.0
383,Graham,NC,36525.0,8557.0,46.0,19323.0,1524.0,236.0
384,Martin,NC,39205.0,23054.0,46.1,23269.0,4172.0,1134.0
385,Madison,NC,42410.0,21405.0,44.0,25326.0,3586.0,559.0
386,Pamlico,NC,44947.0,12742.0,52.1,27026.0,1696.0,414.0
387,Perquimans,NC,45915.0,13459.0,49.6,25809.0,2055.0,383.0
388,Polk,NC,48834.0,20458.0,52.4,30344.0,1906.0,475.0
389,Randolph,NC,45006.0,142958.0,41.5,24127.0,22265.0,3719.0
390,Rockingham,NC,42490.0,91270.0,44.5,23604.0,16201.0,2568.0
391,Stokes,NC,46169.0,45905.0,46.0,25091.0,6166.0,1400.0
392,Washington,NC,35512.0,12156.0,45.5,21043.0,2808.0,359.0
393,Camden,NC,63349.0,10447.0,40.7,26951.0,1172.0,460.0
394,Clay,NC,38801.0,10813.0,52.0,26590.0,1700.0,105.0
395,Cumberland,NC,45716.0,332106.0,31.2,24301.0,57620.0,12513.0
396,Gaston,NC,49384.0,216585.0,40.1,26069.0,33324.0,7125.0
397,Guilford,NC,51072.0,523582.0,37.1,29708.0,80771.0,16011.0
398,Jackson,NC,44028.0,42256.0,37.5,24073.0,7439.0,926.0
399,Moore,NC,57899.0,95629.0,44.5,33432.0,11863.0,2244.0
400,Robeson,NC,33679.0,133442.0,36.4,17881.0,36504.0,4240.0
401,Stanly,NC,49590.0,61114.0,42.3,24671.0,8474.0,1865.0
402,Wake,NC,76956.0,1046558.0,36.0,39102.0,99877.0,24819.0
403,Yancey,NC,39888.0,17667.0,47.4,23264.0,3361.0,605.0
404,Chatham,NC,63531.0,69791.0,46.7,39299.0,8241.0,1698.0
405,McDowell,NC,40913.0,45109.0,43.6,22725.0,7543.0,1143.0
406,Johnston,NC,56842.0,191172.0,38.1,25847.0,25213.0,5185.0
407,Jones,NC,36892.0,9695.0,47.2,21539.0,2526.0,381.0
408,Person,NC,48811.0,39305.0,43.2,25922.0,6836.0,1703.0
409,Brunswick,NC,54406.0,126860.0,52.8,31204.0,16201.0,3430.0
410,Ashe,NC,40978.0,26786.0,47.7,24039.0,4748.0,604.0
411,Beaufort,NC,43688.0,47243.0,45.7,26233.0,8966.0,1839.0
412,Lenoir,NC,38387.0,57227.0,42.2,22361.0,12844.0,3274.0
413,Rutherford,NC,40347.0,66532.0,44.7,22493.0,11731.0,2410.0
414,Lincoln,NC,53318.0,81441.0,43.2,29089.0,11593.0,2584.0
415,Onslow,NC,49491.0,193912.0,26.2,23783.0,23880.0,6709.0
416,Orange,NC,68211.0,142938.0,34.7,40650.0,17633.0,3353.0
417,Sampson,NC,39068.0,63561.0,40.3,21950.0,15084.0,2458.0
418,Yadkin,NC,42876.0,37665.0,44.1,23566.0,5692.0,889.0
419,Avery,NC,38134.0,17501.0,44.4,20253.0,2056.0,300.0
420,Burke,NC,42516.0,89712.0,43.6,23466.0,15720.0,3728.0
421,Caswell,NC,43961.0,22746.0,45.6,22982.0,4273.0,698.0
422,Davie,NC,57611.0,41991.0,45.0,29613.0,5710.0,1125.0
423,Duplin,NC,38850.0,59062.0,40.6,19455.0,14056.0,2419.0
424,Durham,NC,58190.0,306457.0,35.2,34063.0,46805.0,8615.0
425,Lee,NC,48873.0,60125.0,38.2,23842.0,9538.0,2268.0
426,New Hanover,NC,52716.0,224231.0,38.7,32629.0,37602.0,7148.0
427,Wayne,NC,42192.0,124002.0,37.6,24124.0,25847.0,4418.0
428,Scotland,NC,35617.0,35262.0,39.4,18242.0,9030.0,1727.0
429,Halifax,NC,34251.0,51737.0,43.1,21016.0,12684.0,1851.0
430,Alamance,NC,45735.0,160576.0,39.5,26215.0,26264.0,4529.0
431,Burke,ND,74931.0,2213.0,34.6,35806.0,145.0,19.0
432,Mountrail,ND,70678.0,10152.0,33.5,37602.0,1016.0,204.0
433,Williams,ND,86575.0,34061.0,31.5,43824.0,2283.0,425.0
434,Billings,ND,92604.0,946.0,40.6,45523.0,81.0,19.0
435,Kidder,ND,57734.0,2460.0,45.2,32364.0,246.0,14.0
436,Cavalier,ND,67591.0,3824.0,49.9,43125.0,373.0,25.0
437,Grant,ND,50962.0,2380.0,51.9,36287.0,274.0,28.0
438,Pembina,ND,64962.0,7016.0,47.9,36251.0,475.0,100.0
439,Steele,ND,65848.0,1910.0,50.5,39403.0,114.0,22.0
440,Hettinger,ND,56761.0,2576.0,45.1,32474.0,228.0,21.0
441,LaMoure,ND,59426.0,4100.0,48.4,36584.0,466.0,10.0
442,Morton,ND,67584.0,30544.0,37.7,39300.0,2426.0,549.0
443,Cass,ND,62031.0,174202.0,32.2,36655.0,18179.0,3016.0
444,Dunn,ND,70500.0,4387.0,38.8,44492.0,381.0,73.0
445,Emmons,ND,51029.0,3352.0,52.6,29417.0,337.0,22.0
446,McIntosh,ND,50739.0,2654.0,53.5,32389.0,206.0,4.0
447,Nelson,ND,48798.0,2920.0,52.9,33360.0,299.0,5.0
448,Richland,ND,61990.0,16288.0,37.8,30820.0,1423.0,269.0
449,Rolette,ND,39884.0,14603.0,30.8,19295.0,4204.0,447.0
450,Walsh,ND,54414.0,10802.0,44.4,31366.0,1012.0,140.0
451,Adams,ND,54875.0,2351.0,46.1,33652.0,191.0,16.0
452,Bottineau,ND,59882.0,6589.0,45.1,35039.0,634.0,131.0
453,Barnes,ND,57064.0,10836.0,44.9,33868.0,1080.0,158.0
454,Eddy,ND,51563.0,2313.0,44.0,34565.0,306.0,15.0
455,Grand Forks,ND,51951.0,70400.0,29.5,31052.0,11369.0,1535.0
456,McKenzie,ND,80732.0,12536.0,30.7,36798.0,1681.0,248.0
457,Mercer,ND,79890.0,8570.0,43.9,38298.0,589.0,41.0
458,McLean,ND,65648.0,9608.0,46.1,35367.0,772.0,64.0
459,Pierce,ND,48802.0,4210.0,45.8,28008.0,692.0,20.0
460,Ransom,ND,61810.0,5361.0,46.4,34691.0,304.0,38.0
461,Sioux,ND,40862.0,4413.0,28.2,16706.0,1588.0,256.0
462,Bowman,ND,65063.0,3195.0,41.4,36221.0,242.0,44.0
463,Golden Valley,ND,56087.0,1882.0,44.6,32590.0,119.0,17.0
464,Logan,ND,58144.0,1927.0,52.6,33396.0,139.0,9.0
465,Towner,ND,53696.0,2246.0,47.8,36217.0,271.0,43.0
466,Stutsman,ND,57642.0,21064.0,40.2,32001.0,2301.0,363.0
467,Divide,ND,60074.0,2369.0,54.0,45190.0,311.0,8.0
468,Foster,ND,60613.0,3290.0,45.6,33737.0,231.0,22.0
469,Sargent,ND,67200.0,3883.0,45.1,37039.0,146.0,28.0
470,Slope,ND,63942.0,704.0,50.8,37340.0,39.0,4.0
471,Stark,ND,75708.0,30876.0,33.9,37897.0,2659.0,558.0
472,Gallia,OH,42113.0,30195.0,40.6,22588.0,6608.0,657.0
473,Huron,OH,51559.0,58457.0,39.6,25375.0,7845.0,1411.0
474,Athens,OH,37778.0,65936.0,28.9,20745.0,17212.0,2284.0
475,Adams,OH,36894.0,27878.0,42.0,21543.0,6230.0,777.0
476,Medina,OH,74243.0,177257.0,41.9,35979.0,11303.0,3065.0
477,Union,OH,82775.0,55654.0,38.4,34691.0,3610.0,720.0
478,Champaign,OH,57103.0,38864.0,42.4,26515.0,4180.0,1180.0
479,Paulding,OH,51933.0,18872.0,42.0,25918.0,1919.0,415.0
480,Greene,OH,67109.0,165811.0,38.1,34682.0,19065.0,4550.0
481,Franklin,OH,58762.0,1275333.0,34.0,32552.0,203044.0,36557.0
482,Marion,OH,45464.0,65344.0,41.3,22878.0,9504.0,1903.0
483,Morgan,OH,41731.0,14702.0,44.3,22454.0,2765.0,302.0
484,Wayne,OH,56348.0,116208.0,38.5,26822.0,13885.0,2256.0
485,Wyandot,OH,52940.0,22107.0,42.1,27037.0,2068.0,428.0
486,Butler,OH,63358.0,378294.0,36.5,30777.0,47601.0,9789.0
487,Harrison,OH,48462.0,15307.0,46.0,24108.0,2545.0,381.0
488,Knox,OH,55131.0,61215.0,38.9,25589.0,8222.0,1586.0
489,Richland,OH,47346.0,121324.0,41.3,24545.0,16190.0,3533.0
490,Vinton,OH,42114.0,13111.0,42.2,20823.0,2719.0,573.0
491,Hancock,OH,55644.0,75690.0,39.2,30794.0,8545.0,1718.0
492,Fairfield,OH,66175.0,152910.0,39.3,31136.0,14142.0,3327.0
493,Defiance,OH,57665.0,38279.0,40.6,28491.0,4032.0,917.0
494,Henry,OH,59083.0,27316.0,41.3,28328.0,2593.0,588.0
495,Jefferson,OH,44819.0,66886.0,44.8,25658.0,11647.0,2366.0
496,Putnam,OH,62001.0,33969.0,40.0,30064.0,2265.0,514.0
497,Clinton,OH,51354.0,41896.0,39.9,26861.0,5277.0,1275.0
498,Fayette,OH,46478.0,28645.0,40.7,24931.0,4764.0,797.0
499,Pickaway,OH,62214.0,57420.0,39.4,26515.0,6174.0,1078.0
500,Logan,OH,55150.0,45307.0,40.8,27840.0,5984.0,1103.0
501,Summit,OH,55448.0,541810.0,40.9,32055.0,69576.0,15960.0
502,Sandusky,OH,51701.0,59299.0,41.8,26256.0,7872.0,1479.0
503,Shelby,OH,61042.0,48797.0,39.4,29008.0,4384.0,1162.0
504,Cottonwood,MN,53354.0,11372.0,42.6,27209.0,1386.0,229.0
505,Scott,MN,97744.0,143372.0,36.1,39952.0,8218.0,2704.0
506,Dodge,MN,71669.0,20582.0,38.3,32795.0,1127.0,296.0
507,Wabasha,MN,65138.0,21500.0,45.2,33664.0,1267.0,377.0
508,Pipestone,MN,52309.0,9185.0,42.2,29716.0,1020.0,129.0
509,Crow Wing,MN,54508.0,63855.0,44.3,30900.0,6622.0,880.0
510,Norman,MN,55206.0,6559.0,44.2,28351.0,661.0,104.0
511,Wright,MN,81881.0,132745.0,36.6,34325.0,5850.0,2365.0
512,Nicollet,MN,65027.0,33783.0,36.3,31225.0,3003.0,704.0
513,Douglas,MN,60676.0,37203.0,44.1,34547.0,3041.0,600.0
514,Grant,MN,55912.0,5938.0,45.2,31940.0,610.0,123.0
515,Kittson,MN,57112.0,4337.0,47.3,29946.0,443.0,59.0
516,Le Sueur,MN,67451.0,27983.0,41.2,32120.0,2431.0,542.0
517,Mahnomen,MN,44537.0,5506.0,35.9,20953.0,1122.0,180.0
518,Chisago,MN,80409.0,54727.0,41.0,33927.0,2979.0,1231.0
519,Redwood,MN,53230.0,15331.0,43.1,28011.0,1709.0,190.0
520,Yellow Medicine,MN,56943.0,9868.0,42.3,29379.0,1297.0,152.0
521,Todd,MN,52872.0,24440.0,44.0,25848.0,3214.0,346.0
522,Beltrami,MN,47410.0,46117.0,33.7,24781.0,8054.0,1768.0
523,Blue Earth,MN,55861.0,66322.0,30.7,28824.0,11382.0,1562.0
524,Houston,MN,58729.0,18663.0,45.2,31453.0,1404.0,203.0
525,Lac qui Parle,MN,52199.0,6773.0,50.4,31686.0,566.0,79.0
526,Lake of the Woods,MN,49068.0,3809.0,51.3,26526.0,347.0,66.0
527,Otter Tail,MN,57131.0,57992.0,46.7,30846.0,5250.0,984.0
528,Waseca,MN,55612.0,18809.0,40.2,28067.0,1627.0,346.0
529,St. Louis,MN,53344.0,200080.0,41.1,30321.0,28922.0,5059.0
530,Anoka,MN,79923.0,347431.0,38.4,35806.0,20963.0,7376.0
531,Stearns,MN,60606.0,156819.0,34.3,29815.0,19532.0,4164.0
532,Lincoln,MN,52301.0,5707.0,45.8,28504.0,573.0,71.0
533,Marshall,MN,58723.0,9392.0,43.8,29670.0,702.0,132.0
534,Mille Lacs,MN,53888.0,25728.0,40.4,26679.0,3042.0,772.0
535,Washington,MN,92376.0,253317.0,39.3,43789.0,11666.0,4288.0
536,Carlton,MN,60390.0,35540.0,40.7,28117.0,4118.0,733.0
537,Kanabec,MN,53300.0,16004.0,44.8,27331.0,1690.0,371.0
538,Koochiching,MN,47129.0,12644.0,49.2,29051.0,2029.0,421.0
539,Red Lake,MN,56588.0,4008.0,42.5,29731.0,389.0,68.0
540,Morrison,MN,54962.0,32949.0,42.1,28792.0,3561.0,735.0
541,Rice,MN,65758.0,65765.0,36.5,29767.0,6169.0,1329.0
542,Steele,MN,62731.0,36676.0,38.9,30822.0,3646.0,803.0
543,Aitkin,MN,45989.0,15834.0,55.1,27646.0,2021.0,392.0
544,Faribault,MN,52286.0,13896.0,46.1,29748.0,1569.0,234.0
545,Murray,MN,57500.0,8353.0,48.1,31768.0,607.0,115.0
546,Kandiyohi,MN,59089.0,42658.0,39.1,30217.0,4413.0,683.0
547,Lake,MN,59516.0,10569.0,50.4,33602.0,881.0,225.0
548,Rock,MN,59890.0,9413.0,40.9,30544.0,894.0,94.0
549,Sibley,MN,62761.0,14912.0,41.6,30977.0,1051.0,231.0
550,Traverse,MN,48784.0,3337.0,48.4,30553.0,356.0,49.0
551,Becker,MN,59278.0,33773.0,41.8,29710.0,4090.0,613.0
552,Hennepin,MN,74113.0,1235478.0,36.4,43976.0,133772.0,29922.0
553,Brown,MN,57728.0,25211.0,42.1,30373.0,1878.0,274.0
554,Chippewa,MN,54552.0,12010.0,41.6,30168.0,1170.0,171.0
555,Clearwater,MN,46291.0,8812.0,42.7,26173.0,1461.0,326.0
556,Hubbard,MN,55472.0,20862.0,48.6,29312.0,2256.0,350.0
557,Isanti,MN,72473.0,38974.0,39.8,32008.0,2745.0,960.0
558,Martin,MN,53915.0,19964.0,45.3,31091.0,2614.0,365.0
559,Mower,MN,53665.0,39602.0,39.1,29116.0,4987.0,896.0
560,Pine,MN,49138.0,29129.0,44.5,25302.0,3433.0,692.0
561,Olmsted,MN,74880.0,153065.0,37.2,39667.0,13490.0,3144.0
562,Wadena,MN,45860.0,13646.0,41.5,24864.0,2023.0,315.0
563,Benton,MN,56357.0,39779.0,35.6,28566.0,4927.0,872.0
564,Freeborn,MN,52447.0,30526.0,44.2,28459.0,3667.0,692.0
565,McLeod,MN,61275.0,35825.0,40.6,31723.0,3138.0,513.0
566,Pope,MN,58132.0,10980.0,45.9,32943.0,784.0,157.0
567,Stevens,MN,58363.0,9784.0,33.3,31694.0,1486.0,122.0
568,Swift,MN,48577.0,9411.0,44.0,30208.0,1223.0,140.0
569,Holmes,MS,21093.0,18075.0,35.1,13924.0,7565.0,1125.0
570,Amite,MS,31854.0,12468.0,46.5,20380.0,2999.0,395.0
571,Calhoun,MS,36440.0,14571.0,40.8,19099.0,3577.0,416.0
572,Tishomingo,MS,37312.0,19478.0,42.3,20037.0,3423.0,833.0
573,Wayne,MS,37970.0,20422.0,38.0,22611.0,4443.0,843.0
574,Austin,TX,65365.0,29565.0,40.7,30858.0,3159.0,674.0
575,Kenedy,TX,36125.0,595.0,39.5,15820.0,42.0,0.0
576,Nueces,TX,55048.0,360486.0,35.3,27649.0,57686.0,10395.0
577,Colorado,TX,49504.0,21022.0,42.5,27861.0,2242.0,343.0
578,San Patricio,TX,55229.0,67046.0,35.3,25281.0,10856.0,1466.0
579,Rains,TX,49872.0,11473.0,48.3,26165.0,1261.0,251.0
580,Randall,TX,67397.0,132475.0,35.6,33814.0,11236.0,2366.0
581,Real,TX,34813.0,3389.0,55.0,21109.0,751.0,15.0
582,San Saba,TX,44698.0,5962.0,40.7,24307.0,792.0,78.0
583,Schleicher,TX,55677.0,3061.0,35.0,25128.0,452.0,142.0
584,Sterling,TX,59286.0,1141.0,44.9,28997.0,39.0,9.0
585,Zavala,TX,30988.0,12131.0,32.9,13350.0,4150.0,421.0
586,Calhoun,TX,55469.0,21807.0,37.7,26596.0,3041.0,742.0
587,Carson,TX,70087.0,6032.0,40.3,32917.0,378.0,68.0
588,Foard,TX,46354.0,1408.0,49.3,25636.0,95.0,72.0
589,Freestone,TX,48731.0,19709.0,40.4,24083.0,3105.0,424.0
590,Goliad,TX,60492.0,7531.0,46.0,29918.0,1267.0,190.0
591,Hamilton,TX,47500.0,8269.0,46.0,28074.0,1303.0,44.0
592,Hardeman,TX,42238.0,3952.0,42.4,22938.0,494.0,133.0
593,Mitchell,TX,49670.0,8558.0,34.1,20896.0,559.0,168.0
594,Briscoe,TX,42647.0,1546.0,46.3,24286.0,238.0,40.0
595,Lavaca,TX,53021.0,19941.0,43.5,31670.0,2271.0,304.0
596,Terry,TX,44975.0,12615.0,34.7,20127.0,1807.0,527.0
597,Jeff Davis,TX,53194.0,2234.0,54.8,26053.0,142.0,49.0
598,Webb,TX,42293.0,272053.0,28.6,17326.0,80742.0,5864.0
599,Jim Hogg,TX,32049.0,5282.0,34.7,17798.0,1431.0,229.0
600,Montgomery,TX,77416.0,554445.0,36.9,39618.0,54526.0,12305.0
601,Dallam,TX,51250.0,7243.0,31.6,26844.0,1001.0,147.0
602,Armstrong,TX,66563.0,1916.0,46.3,31075.0,135.0,9.0
603,Castro,TX,45000.0,7787.0,35.3,20915.0,1201.0,74.0
604,Kleberg,TX,42021.0,31425.0,28.0,21986.0,7727.0,1325.0
605,Willacy,TX,29944.0,21754.0,33.6,14207.0,6657.0,1276.0
606,Crosby,TX,37899.0,5861.0,38.1,19155.0,1194.0,191.0
607,Fisher,TX,46827.0,3883.0,44.4,28355.0,617.0,117.0
608,Duval,TX,37382.0,11355.0,36.1,17864.0,2751.0,482.0
609,Blanco,TX,63071.0,11279.0,49.9,34925.0,1056.0,321.0
610,Jasper,TX,46088.0,35504.0,40.9,25004.0,5751.0,1226.0
611,Kinney,TX,31468.0,3675.0,41.7,20323.0,640.0,87.0
612,Deaf Smith,TX,51841.0,18899.0,32.0,21515.0,3248.0,418.0
613,Galveston,TX,69369.0,327089.0,37.5,35448.0,42158.0,10295.0
614,La Salle,TX,51792.0,7409.0,33.8,25129.0,786.0,125.0
615,Roberts,TX,73854.0,885.0,38.0,31632.0,106.0,5.0
616,Tyler,TX,43936.0,21496.0,42.7,20439.0,2798.0,729.0
617,Wheeler,TX,49352.0,5482.0,39.0,26844.0,972.0,114.0
618,Bowie,TX,47505.0,93858.0,38.1,25355.0,15158.0,2638.0
619,Brewster,TX,43894.0,9216.0,43.3,27227.0,1117.0,197.0
620,Kent,TX,45926.0,749.0,51.8,29503.0,77.0,12.0
621,Smith,TX,53511.0,225015.0,36.6,27141.0,36119.0,6524.0
622,Crockett,TX,51152.0,3633.0,35.9,24852.0,739.0,0.0
623,Hardin,TX,59105.0,56379.0,39.0,29108.0,7010.0,990.0
624,Howard,TX,51528.0,36667.0,36.6,23784.0,5301.0,1066.0
625,Leon,TX,44818.0,17098.0,45.0,32130.0,2824.0,472.0
626,Montague,TX,51774.0,19409.0,43.4,28457.0,2711.0,467.0
627,Panola,TX,51569.0,23440.0,39.3,26403.0,3623.0,472.0
628,Millard,UT,60445.0,12733.0,35.8,25847.0,1436.0,184.0
629,Washington,UT,56877.0,160537.0,36.4,26601.0,19719.0,2973.0
630,Kane,UT,48269.0,7350.0,41.7,25746.0,924.0,98.0
631,Grand,UT,48673.0,9616.0,40.7,24593.0,795.0,294.0
632,Rich,UT,49886.0,2350.0,30.6,21465.0,372.0,0.0
633,Wasatch,UT,77449.0,30523.0,33.4,32805.0,2167.0,168.0
634,Box Elder,UT,59937.0,53001.0,32.5,23998.0,4879.0,1010.0
635,Iron,UT,46809.0,49691.0,29.1,20861.0,9645.0,1145.0
636,Sevier,UT,53020.0,21118.0,35.2,22349.0,2779.0,517.0
637,Weber,UT,64636.0,247731.0,32.5,26492.0,27753.0,5378.0
638,Duchesne,UT,63919.0,20219.0,31.0,23945.0,2630.0,573.0
639,San Juan,UT,44680.0,15281.0,31.5,18128.0,3951.0,495.0
640,Salt Lake,UT,71230.0,1120805.0,32.6,31648.0,107925.0,22701.0
641,Uintah,UT,66736.0,36323.0,30.3,25610.0,4279.0,1117.0
642,Daggett,UT,81250.0,612.0,46.1,27698.0,23.0,3.0
643,Davis,UT,79690.0,340621.0,30.8,29703.0,18764.0,5331.0
644,Wayne,UT,44694.0,2694.0,41.0,22920.0,225.0,14.0
645,Carbon,UT,50278.0,20356.0,37.2,23473.0,3156.0,519.0
646,Emery,UT,52055.0,10248.0,35.4,22505.0,1298.0,176.0
647,Morgan,UT,89274.0,11391.0,32.4,31936.0,336.0,136.0
648,Cache,UT,56840.0,122336.0,25.1,22666.0,18119.0,1724.0
649,Garfield,UT,52337.0,5017.0,41.2,24055.0,857.0,90.0
650,Juab,UT,62237.0,10948.0,30.4,22498.0,1229.0,157.0
651,Rutland,VT,54973.0,59273.0,46.6,30109.0,6100.0,1184.0
652,Orleans,VT,47915.0,26911.0,45.8,26657.0,3641.0,570.0
653,Grand Isle,VT,69583.0,6965.0,47.8,40464.0,528.0,183.0
654,Orange,VT,60159.0,28937.0,46.1,30836.0,3064.0,726.0
655,Chittenden,VT,69896.0,162052.0,36.5,37507.0,17916.0,3516.0
656,Lamoille,VT,60365.0,25268.0,40.9,33247.0,3574.0,583.0
657,Windsor,VT,58303.0,55427.0,47.7,35152.0,5452.0,1215.0
658,Caledonia,VT,49348.0,30425.0,44.2,28085.0,3611.0,568.0
659,Tazewell,VA,40978.0,42080.0,44.9,23366.0,6550.0,1279.0
660,Windham,VT,52659.0,43150.0,47.0,31563.0,5574.0,1256.0
661,Addison,VT,65093.0,36939.0,43.7,33120.0,2631.0,890.0
662,Washington,VT,62108.0,58477.0,43.7,34033.0,6407.0,1124.0
663,Falls Church city,VA,124796.0,14067.0,38.8,69775.0,377.0,311.0
664,Manassas Park city,VA,80667.0,16423.0,35.3,31420.0,1583.0,581.0
665,Poquoson city,VA,96831.0,12039.0,43.2,40277.0,536.0,318.0
666,Sussex,VA,45801.0,11486.0,39.8,18363.0,1382.0,320.0
667,Waynesboro city,VA,45738.0,21926.0,39.4,25421.0,3766.0,483.0
668,Roanoke city,VA,43028.0,99621.0,38.7,26119.0,20046.0,3487.0
669,Salem city,VA,57185.0,25519.0,41.3,31274.0,2095.0,669.0
670,Norfolk city,VA,49146.0,245592.0,30.5,28508.0,43383.0,9358.0
671,Charlotte,VA,39212.0,12095.0,45.8,20585.0,2859.0,307.0
672,Fairfax,VA,121133.0,1143529.0,37.9,54725.0,69895.0,26682.0
673,Greensville,VA,44534.0,11659.0,39.8,17500.0,1407.0,279.0
674,James City,VA,83048.0,74153.0,46.4,43815.0,5695.0,1408.0
675,Russell,VA,39482.0,27408.0,45.4,21754.0,5276.0,697.0
676,Smyth,VA,40425.0,31059.0,44.9,22297.0,5818.0,775.0
677,Lexington city,VA,36466.0,7110.0,21.7,17762.0,826.0,99.0
678,Campbell,VA,50258.0,55170.0,42.8,27842.0,6414.0,1026.0
679,Henry,VA,36683.0,51588.0,47.2,21501.0,10347.0,1826.0
680,King George,VA,87321.0,25890.0,37.3,37316.0,1452.0,536.0
681,Lancaster,VA,50739.0,10804.0,56.7,37196.0,983.0,154.0
682,Lee,VA,32718.0,24134.0,44.4,18750.0,5414.0,861.0
683,Mathews,VA,67009.0,8796.0,52.9,39119.0,942.0,106.0
684,Middlesex,VA,51917.0,10700.0,53.4,29707.0,874.0,200.0
685,Prince George,VA,67001.0,37894.0,37.0,28873.0,3142.0,1201.0
686,Rockingham,VA,59817.0,79444.0,41.6,30138.0,7401.0,1497.0
687,Scott,VA,39144.0,22009.0,46.9,21157.0,3923.0,491.0
688,Surry,VA,54844.0,6600.0,49.6,28688.0,839.0,230.0
689,Appomattox,VA,56176.0,15577.0,42.9,26890.0,2096.0,275.0
690,Franklin,VA,52639.0,56233.0,46.6,28866.0,8940.0,1329.0
691,King and Queen,VA,54516.0,7052.0,45.7,27306.0,1165.0,194.0
692,Montgomery,VA,54641.0,97997.0,28.5,28920.0,21533.0,2255.0
693,New Kent,VA,79698.0,21103.0,43.7,36458.0,992.0,497.0
694,Cumberland,VA,46221.0,9786.0,45.5,25177.0,1880.0,349.0
695,Goochland,VA,89741.0,22482.0,48.3,47806.0,1136.0,358.0
696,Halifax,VA,42289.0,34779.0,46.1,22716.0,5145.0,652.0
697,Madison,VA,54197.0,13139.0,44.8,30351.0,1070.0,351.0
698,Prince William,VA,103445.0,456749.0,34.9,39262.0,30520.0,11567.0
699,Southampton,VA,54611.0,17939.0,46.1,25643.0,1665.0,350.0
700,Highland,VA,46147.0,2214.0,59.3,30967.0,268.0,5.0
701,Brunswick,VA,41927.0,16665.0,43.2,20657.0,3082.0,494.0
702,Caroline,VA,64715.0,30184.0,40.0,31536.0,2307.0,786.0
703,Gloucester,VA,66701.0,37161.0,44.7,33295.0,3125.0,521.0
704,Northampton,VA,43553.0,11957.0,48.5,26467.0,2216.0,156.0
705,Patrick,VA,40486.0,17859.0,49.6,23016.0,3264.0,439.0
706,Powhatan,VA,83914.0,28574.0,45.1,35641.0,1383.0,333.0
707,Rockbridge,VA,54805.0,22509.0,48.7,31594.0,3075.0,635.0
708,Shenandoah,VA,54921.0,43045.0,44.4,28064.0,4620.0,1041.0
709,Fauquier,VA,97469.0,69115.0,41.4,44724.0,4177.0,1252.0
710,Charles City,VA,59192.0,6995.0,50.3,37059.0,910.0,173.0
711,Culpeper,VA,73116.0,50450.0,38.8,30812.0,3986.0,1364.0
712,Dinwiddie,VA,55880.0,28308.0,43.2,27106.0,3542.0,1025.0
713,Greene,VA,64979.0,19410.0,40.1,32565.0,1151.0,522.0
714,Hanover,VA,88652.0,104449.0,42.9,39604.0,5725.0,1694.0
715,Lunenburg,VA,41868.0,12278.0,45.5,18677.0,2022.0,205.0
716,Orange,VA,68481.0,35612.0,42.1,31362.0,2984.0,1028.0
717,Harrisonburg city,VA,43893.0,53391.0,25.1,21793.0,12953.0,1210.0
718,Emporia city,VA,30857.0,5381.0,38.4,18694.0,1499.0,589.0
719,Wythe,VA,48043.0,28940.0,44.9,26513.0,4468.0,924.0
720,Chesapeake city,VA,75790.0,237820.0,36.7,33844.0,20768.0,5922.0
721,Albemarle,VA,75394.0,106355.0,38.8,42085.0,9675.0,1536.0
722,Bedford,VA,61541.0,77908.0,46.2,31796.0,7046.0,1553.0
723,Botetourt,VA,68410.0,33222.0,47.0,33983.0,2629.0,649.0
724,Wise,VA,38345.0,39025.0,40.7,21828.0,7890.0,1327.0
725,Bristol city,VA,37904.0,16843.0,42.2,22900.0,3740.0,450.0
726,Portsmouth city,VA,50224.0,95311.0,35.2,25179.0,15707.0,4212.0
